estacion_sk,anio,mes,temperatura_promedio,temperatura_maxima,temperatura_minima,temperatura_desviacion,presion_promedio,presion_desviacion,viento_promedio,viento_maximo,viento_desviacion,radiacion_total,humedad_promedio,humedad_maxima,humedad_minima,humedad_desviacion
18,2022,1,17.153231913455038,23.94,1.8,2.3499103446663727,602.718708586883,5.762118442947764,0.1860581473968898,4.47,0.5890943962069445,398871.931,83.12745098039215,255.0,52.0,7.865949764768241
18,2022,2,16.820760959470636,23.83,13.61,2.2334568054293022,602.7150256410257,1.335900755084594,0.2534458229942101,4.92,0.6343118393304131,838561.09,82.64185277088502,90.0,56.0,6.730458775036268
18,2022,3,16.409935394554683,24.17,1.8,2.1784342139985977,603.2267535763729,9.254960696280026,0.24871712044300878,113.99,1.8393037110592136,532602.289,83.46492847254268,255.0,44.0,6.809636150496742
18,2022,4,17.027699848290347,23.17,12.94,1.955491285483397,602.7308040611506,1.602408418734265,0.15527015987863227,4.92,0.5238526433273839,1022694.014,83.65223479985995,89.0,67.0,3.1267135302771636
18,2022,5,17.30981613085166,24.78,13.11,1.9507581373667024,603.4081962774958,1.6732486283579788,0.1484760293288212,5.36,0.5023346566837014,997450.544,82.98206429780033,89.0,57.0,3.828571399388502
18,2022,6,15.971173314672265,21.5,13.0,1.6552575113028238,604.1764777233496,1.2279390444525904,0.11826801959412177,5.81,0.44343202239451707,901276.968,83.86202472591556,88.0,68.0,2.5826312710367203
18,2022,7,17.10976901408451,23.89,13.56,2.018156089958009,603.3138771830986,1.2814199572522187,0.19748281690140845,5.36,0.552795665499137,1029215.768,82.18332394366197,88.0,60.0,3.994879694744993
18,2022,8,16.99279332129964,23.94,13.28,1.9681220645442734,603.3136439530685,1.3638601338348522,0.21044111010830327,5.81,0.5943725886566359,1013498.241,81.35999548736461,87.0,58.0,3.984997454982319
18,2022,9,16.72120205799813,23.06,13.17,1.936531573882571,603.622420486436,1.2751289783184574,0.19090739008419083,5.36,0.5997954236132983,993354.839,81.73830682881197,87.0,59.0,3.489200651797243
18,2022,10,16.538864562711076,23.0,13.44,1.9310733142633787,603.5305799464306,1.336658594224804,0.1741411435891464,5.81,0.5804500913238072,985973.67,82.58274135320833,88.0,59.0,3.6259726803902277
18,2022,11,16.484579297467615,22.94,13.06,1.9120097031879537,603.4148045279496,1.3827949703980407,0.16075271326875948,6.26,0.5679810556480696,1020867.662,82.57066168747812,88.0,56.0,3.3525612160421474
18,2022,12,16.678591231826893,22.94,12.89,2.1033626784456807,602.6298298208047,1.3573004207847432,0.19786994252225854,4.47,0.6197363511531943,1201150.272,81.45892032007212,87.0,60.0,3.842322753914698
18,2023,1,16.519979658718498,24.78,13.06,2.232215209584606,603.3200033902136,1.7613455750137408,0.20946773646739747,5.36,0.6513659483506531,1215933.707,80.63837721776471,88.0,42.0,5.826364199861402
18,2023,2,17.860822637106185,25.06,13.17,2.374096225916103,601.9701283547258,1.4905915922798225,0.23567823803967328,8.94,0.6912680391841776,1140906.684,78.5875145857643,87.0,54.0,5.725822747343491
18,2023,3,16.577513540128017,24.11,12.89,2.039183429682809,603.50273633678,1.905543991524926,0.19979320531757755,6.26,0.6397853585450424,884669.235,82.43525356967011,255.0,58.0,4.347331516941001
18,2023,4,17.454342379958245,25.22,13.94,2.0640211308272036,602.8357219902575,1.522011315679358,0.16388830897703552,6.26,0.5731979950993672,725444.06,81.00139178844816,88.0,54.0,4.150802465087284
18,2023,5,18.284449608887883,25.11,13.78,2.172704226715132,602.6214012016778,1.7618034359905956,0.19034463212787667,5.36,0.6407595188788254,1074943.624,80.55605940369573,88.0,58.0,4.50642686216517
18,2023,6,18.59360075805433,25.22,14.94,2.1270661387589627,602.5826809854706,1.479841313982176,0.07219962097283639,4.02,0.3636070461055687,1106967.954,78.95312697409982,87.0,52.0,5.447124590199952
18,2023,7,18.662948465547192,25.89,14.39,2.310965248828084,602.6536606832658,1.4459910947902679,0.10796294151708165,4.47,0.4469341768758879,1177664.432,78.27411696583671,87.0,48.0,6.447774593885714
18,2023,8,18.683684330225155,25.89,14.56,2.4364773654660032,602.5804525813054,1.3289755123827256,0.28251193995906304,8.05,0.7181951844021756,1265116.736,76.2607459631567,87.0,50.0,7.411996367510903
18,2023,9,18.92268487988695,26.17,14.78,2.356873683674695,601.9746714554875,1.3057717637902033,0.2855569948186529,7.15,0.7214161103448176,1312151.549,75.76095148374941,86.0,44.0,7.264334036542229
18,2023,10,17.39989397699075,24.33,13.5,2.0611787268393407,603.1826212497181,1.5300017171930629,0.21656665914730433,6.26,0.6563771845206195,1045071.948,81.48917211820438,87.0,63.0,3.718666205029324
18,2023,11,18.01805558883431,24.67,14.11,2.1582496708604606,602.2644674733436,1.7180796095298057,0.12638313166407092,6.26,0.5069404601051812,1171721.031,81.94489037977716,87.0,52.0,3.8784035488265975
18,2023,12,18.42795580736544,24.94,14.39,2.200540497634094,601.8980328611898,2.010431061229881,0.14695524079320116,6.71,0.5228081959135942,1370168.939,80.42787535410766,87.0,49.0,5.584676843139874
18,2024,1,19.578126686217008,26.56,14.22,2.628106916082867,601.9167448680352,1.412300540523643,0.19878123167155426,5.81,0.5948027719481923,1696467.646,75.73923753665689,87.0,49.0,7.367086979185935
18,2024,2,19.383743205701172,26.94,13.94,2.8311212804337136,602.1517224302453,1.6164422079715088,0.17323469017997342,5.36,0.5703428027596189,1413919.81,77.71216330474695,87.0,52.0,7.317424893607958
18,2024,3,19.3412357263991,26.72,14.72,2.521253457150958,602.0701921989825,1.8093087065567535,0.17844092707744488,5.81,0.578855606172967,1259715.006,78.79773883550028,88.0,53.0,5.677057890594404
18,2024,4,18.34798831690398,26.78,14.33,2.41359888895144,602.7169100645003,1.6901368340569514,0.18697578191554096,5.36,0.6089091628241062,1042341.4,78.29098211025922,84.0,51.0,4.562762334221933
18,2024,5,18.211649758454104,24.17,15.22,1.8187313439453843,602.9054806763285,1.4060941030079996,0.12683333333333335,6.26,0.5094772039840385,891548.238,79.1262077294686,83.0,64.0,2.0797342307788385
18,2024,6,17.816827141774073,24.56,14.06,1.9418013079838474,603.4310348749052,1.4220957866687491,0.10195792266868842,5.36,0.4478927754763958,588580.738,77.99829416224412,83.0,56.0,2.4160201753441926
19,2019,1,20.022127090301005,28.28,13.94,3.4848193783323147,608.259983277592,1.633437786611771,1.4809665551839466,4.92,0.8467353926962087,609925.0,75.52374581939799,92.0,44.0,11.21447312671486
19,2019,2,19.441788104558654,27.78,14.44,2.933077359829101,608.6254274529612,1.482774459249877,1.198422780654123,5.81,0.8588902713225738,1394675.0,80.66473039525192,92.0,48.0,8.902029557063457
19,2019,3,19.007785998861696,27.56,13.22,3.048858965565434,609.0523093340922,1.8636346896239322,1.220863688104724,7.6,0.8289437056880475,1174427.0,81.45418326693228,90.0,47.0,8.298338573720487
19,2019,4,19.074458128078817,24.89,14.33,2.7805897372806148,608.4715353037767,1.1752020854495087,1.397151067323481,4.47,0.8364548454437947,194576.0,83.06486042692939,90.0,65.0,5.8786604901806285
19,2019,5,18.738554285714287,27.33,13.94,2.541350184954594,609.5263645714286,1.5910036347121406,0.9024285714285715,5.81,0.7739902807667264,1212043.0,85.19497142857144,91.0,43.0,7.126467089266817
19,2019,6,19.207127213420318,26.5,13.28,2.8450484622077568,609.3587232059646,1.4803461736819143,1.1227283317800558,5.36,0.7697589090776129,1304551.0,81.95922646784716,91.0,46.0,8.57414651707683
19,2019,7,19.240890187703723,27.78,13.72,3.015111665122909,609.2369158143194,1.4768808338933628,1.1456940541755647,6.26,0.7998554795281674,1491662.0,78.59188490502416,91.0,40.0,10.529854003018322
19,2019,8,19.801874577035868,28.39,13.44,3.440315697362914,609.1843063388225,1.5405518083177152,1.3775445522219718,5.36,0.7858332392140003,1652507.0,73.05944055944056,91.0,39.0,11.443436878106686
19,2019,9,19.283906231731557,28.17,14.28,3.1871957748910513,609.4285759382673,1.684406258938225,1.1198830819595464,5.36,0.788007092668956,1441775.0,78.247164737519,92.0,39.0,11.391686476725575
19,2019,10,17.97840481019994,24.83,13.56,2.60950788868181,609.7377484787019,1.4645254153718876,1.0273688785859172,4.92,0.7082983417404033,1082846.0,84.49913068675747,92.0,53.0,7.8209707615002575
19,2020,1,19.40616944959802,28.06,12.83,3.6102028207852928,607.4147025355597,2.0122787052319953,1.5078441558441558,5.81,0.7938879521747131,1585051.029,75.33283858998145,93.0,42.0,11.75177948432864
19,2020,2,19.954198436560432,29.44,13.44,3.606026110875258,607.0020938063741,1.8757515195642596,1.4106169573060734,6.71,0.8287056529906469,1599587.055,74.93529765484065,93.0,33.0,12.469685107688404
19,2020,3,19.686545352112677,28.22,11.56,3.508315394584203,607.4574377464788,1.7604105404541597,1.2445960563380283,7.6,0.8430523058006235,1617951.232,77.4272676056338,93.0,30.0,12.525078746875879
19,2020,4,19.350331690902536,27.22,13.67,2.944921943030897,608.0702812161999,1.7268401744850495,1.03026799663502,5.81,0.7773021717131263,1203750.482,82.97908905179666,93.0,54.0,8.657771919077456
19,2020,5,19.627899862511455,27.83,14.67,2.9239811317474547,607.8882504582951,1.569636048916319,1.0293641154903759,7.15,0.7670138390343362,1218097.586,82.47192942254811,93.0,49.0,8.978892036384355
19,2020,6,18.739069152134693,27.39,12.89,2.911281053511111,608.2246879134095,1.5162236057873888,0.9917726999398677,4.47,0.76957902309849,1142218.215,83.22056524353577,93.0,48.0,8.97810585891985
19,2020,7,18.75024157876829,27.44,13.67,2.7354500418025363,607.7362991947375,1.4079867765762133,0.9250776908245436,5.36,0.7662088307363051,1267039.332,83.0467279119882,93.0,47.0,9.388003674252559
19,2020,8,19.109673925307458,27.89,13.0,2.9814286939036463,607.6475595170936,1.4887569207484252,1.0539501297529053,4.92,0.834707930110397,1288418.412,80.84407085636917,93.0,38.0,10.269624584835864
19,2020,9,18.62953543493719,27.56,13.06,2.985666087949027,607.8497262384451,1.4609569614765272,1.122616733823181,4.92,0.785364362421008,1248778.045,81.56115193173738,93.0,47.0,9.168344734490871
19,2020,10,18.33868153585545,27.0,13.5,2.7747294191769902,607.7801948051948,1.4512493038846448,1.063085827216262,5.81,0.7942242392969074,1018008.697,83.60982495765104,93.0,44.0,8.808675566639325
19,2020,11,18.057955205309003,26.22,13.83,2.8274178265190186,607.7898734964745,1.4007427151631837,1.1719037743674825,4.92,0.7914578593416918,704289.706,84.33056822895064,93.0,52.0,8.285697588915648
19,2020,12,18.54684921763869,25.28,13.67,2.8789430971995764,607.4889331436699,1.3915901409898062,1.1883143669985776,5.81,0.7630034563493671,671327.406,82.05120910384068,93.0,55.0,7.924365891145713
19,2021,8,18.093110831234256,23.72,14.44,2.303723162871175,607.9744017632241,1.3505533724715224,0.8098551637279596,4.92,0.804423210994485,201368.093,87.06989924433249,94.0,67.0,6.806500154284171
19,2021,9,18.36353196099675,26.67,13.61,2.8444954418732173,608.1521921271217,1.3941503026508353,1.1780353918382087,6.71,0.8539510258993652,1222878.366,82.5827615264235,94.0,42.0,9.550604391302928
19,2021,10,18.144193846865605,25.44,13.39,2.6089389454683154,607.9342146657414,1.6318935489046502,1.0927700670830442,9.39,0.8707262119264156,1212083.38,85.73733518390007,94.0,60.0,7.22162173598854
19,2021,11,17.95140517942167,24.89,13.17,2.474773669477049,607.6262083381721,1.3704906546221045,1.0998420624782255,8.05,0.8839601386583714,1200308.792,86.5137614678899,94.0,56.0,7.181091438418572
19,2021,12,18.62783435166327,25.61,13.22,2.4680160263256368,606.9248099117447,1.4192019630446322,1.1905284000905183,5.36,0.8715191961278701,1286330.132,84.64347137361393,94.0,55.0,7.406262915404879
19,2022,1,18.2167710570944,26.39,12.67,2.855468413800191,607.4357908422838,1.6635918536071366,1.287009609949124,5.81,0.9289432802064395,1394276.337,83.0624081401922,94.0,45.0,9.805004944947559
19,2022,2,18.114986562751948,26.33,12.44,2.833262682655532,607.145634238108,1.4381917531869057,1.333125503896802,6.26,0.9421094161327801,1167174.215,82.70800859983875,94.0,48.0,9.395450656401907
19,2022,3,18.04966625324163,26.0,12.0,2.575076672753292,607.3688014432292,1.3933676976111409,1.0831469162250535,7.6,0.9261457002507425,1224565.462,85.76694103055587,95.0,38.0,8.830185568051935
19,2022,4,18.313271072796937,25.06,13.22,2.449833658029994,607.1034949712644,1.6091499938682494,1.1261961206896551,6.71,0.954878971978193,1177940.381,85.99449233716476,94.0,57.0,6.843685936601688
19,2022,5,18.521127128263338,26.89,14.17,2.4669308033585007,607.8363325766175,1.651337445806336,1.1010034052213393,6.26,0.9201047615099256,1193434.149,85.3800227014756,94.0,47.0,7.257329089881434
19,2022,6,17.381964641142723,23.56,13.28,2.037640224720901,608.4747020255239,1.2308576799995659,0.8895340124107247,5.36,0.8765713321769892,1037277.249,88.07785973539399,95.0,62.0,6.031855553148383
19,2022,7,18.4128395480226,26.17,14.06,2.4789902066341183,607.6614158192091,1.2796449035550823,1.0991887005649716,5.81,0.908000811390135,1222193.458,84.8993220338983,95.0,50.0,7.834623121980058
19,2022,8,18.19065649717514,25.44,13.61,2.6223453853173226,607.7108779661016,1.415972008681885,1.1671841807909604,5.81,0.9118042470540456,1205780.268,84.15920903954802,94.0,48.0,7.939486598486057
19,2022,9,17.97255416325097,25.56,13.61,2.5249132098872256,607.9509239957841,1.3207198205604103,1.0954350626537066,6.26,0.9277896503866144,1155624.322,84.88452980442675,94.0,50.0,7.4879629054602574
19,2022,10,17.7854862813777,24.89,12.72,2.4307843636497273,607.8595481611209,1.3481049871739306,1.0263946293053123,7.15,0.936750389469394,1147873.671,86.83747810858144,95.0,52.0,7.318134155690561
19,2022,11,17.72010875920945,24.72,13.33,2.409461971897046,607.7682961057186,1.4147215738414,1.0632089814056835,5.81,0.929725894683825,1194198.956,86.73909484270845,95.0,50.0,7.03733502684145
19,2022,12,17.807602809561573,25.56,12.61,2.7650574948558404,607.022765378951,1.3754021226505528,1.2269627279936557,6.26,0.940441017720267,1387990.894,84.24470374985839,94.0,53.0,7.629636776543101
19,2023,1,17.56537030736078,26.61,12.67,2.861561586167192,607.7286707496881,1.7182158086266193,1.318753544289441,6.26,0.9475036932928049,1344740.3,83.90348190994669,95.0,32.0,9.665614295896157
19,2023,2,18.823035766211106,26.89,12.44,3.0180379492059726,606.3569976737424,1.5621166844967762,1.4580415818551904,6.26,0.9575069356345235,1199732.098,80.53780168653678,94.0,48.0,9.244970977561996
19,2023,3,17.821380835380836,25.44,13.22,2.389903643438034,607.723613022113,1.8651393287607703,1.1077592137592138,6.26,0.9102937238744139,1018710.302,87.20307125307126,95.0,46.0,7.411842726897666
19,2023,4,18.681727629987908,26.78,14.0,2.6643862742044764,606.9479927448609,1.6055416194263112,1.1919649334945586,7.15,0.9157947249306572,988093.761,84.43833131801694,95.0,46.0,8.396385854410061
19,2023,5,19.888656243815557,26.83,13.94,2.9975523128956767,606.4135444290521,1.834382141838787,1.3511122105679794,6.26,0.9331772522519327,836386.18,81.51434791213141,94.0,51.0,8.939448476777317
19,2023,6,19.823400108283703,26.61,14.67,2.9235930968624224,606.5298863021115,1.4121811884781994,1.3303086085544127,5.81,0.8989069949722254,917093.301,79.64753654574986,93.0,46.0,9.414546687303075
19,2023,7,19.69080949623625,27.72,14.67,2.9070294666298575,606.9604412275622,1.4433226720858832,1.199539085118703,6.71,0.9109778304364837,1335353.651,80.18749276201505,94.0,42.0,10.235502633259676
19,2023,8,19.464674657534246,27.78,14.22,3.0807132629570817,606.986602739726,1.4215501982130359,1.353123287671233,6.26,0.9526298285445544,1387408.979,79.0203196347032,95.0,40.0,11.066913849672385
19,2023,9,19.573758043758044,28.22,14.17,3.2299682411305937,606.4954814554815,1.3677889820752975,1.4827167427167427,6.71,0.929959076806484,1462275.19,77.82028782028782,93.0,39.0,10.877215939582047
19,2023,10,18.400197278911563,26.56,13.44,2.6168966189667033,607.4930702947846,1.508016303345008,1.1026655328798187,6.26,0.9057205925318528,1181607.065,85.78832199546486,95.0,53.0,7.5688007113051174
19,2023,11,19.19628519855596,27.44,14.56,2.7026275671146034,606.3974223826715,1.7233143353444824,1.1819229843561974,7.15,0.918794287464728,1344126.671,84.20397111913357,94.0,44.0,7.895783367578673
19,2023,12,19.548169912310673,26.89,13.72,2.955208268477652,606.0780264206811,1.9566664243913618,1.3055426489010364,6.26,0.9555439326410178,1558119.14,82.15806855711195,94.0,43.0,9.264123619023925
19,2024,1,20.35608511638843,28.17,13.67,3.5776960494522814,606.2473254173525,1.4762596830380799,1.5677192569950624,5.81,0.8711054525235769,1820198.537,75.25487890900541,94.0,45.0,10.131907344929695
19,2024,2,20.44789721886336,28.94,13.83,3.441930647226405,606.3251680773881,1.7095486464911709,1.3000411124546554,5.81,0.8807159233677178,1450337.314,77.73216444981863,94.0,42.0,11.136461271538643
19,2024,3,20.46758706749858,28.44,15.28,3.0576756407662065,606.1578933635848,1.8385765950994284,1.2994758933635848,6.71,0.942401170313102,1420410.353,79.93522404991492,94.0,49.0,9.228080960243869
19,2024,4,19.50198822519318,28.94,14.89,2.8636120637881675,606.713805960996,1.6717438360922572,1.0905102416288484,6.26,0.920150356081127,1184214.624,84.27633999754691,95.0,46.0,9.640230999689319
19,2024,5,19.519067229848645,26.22,14.83,2.3567852152096886,606.7509104775313,1.393214392316803,0.9783386131643789,5.36,0.8792996932619572,1102782.932,86.80312096679573,95.0,60.0,6.53431033606267
19,2024,6,19.187648292962045,26.17,14.33,2.402036395355253,607.2069998092695,1.386007065996,0.9427198168987222,5.81,0.8734892572481104,724594.973,86.03662025557887,95.0,53.0,7.123307163315892
20,2019,1,17.86602642276423,26.72,12.5,3.1635258522985317,592.2138561427281,1.7956523569703757,0.5982825203252032,6.71,0.9950194875433801,1374700.0,84.40447154471545,99.0,39.0,12.346581642406408
20,2019,2,17.98527412834765,25.39,13.78,2.446458631656077,591.9761659929258,1.4198905200070475,0.5257124810510359,5.81,0.9130613318835882,1031769.0,89.61243052046488,98.0,59.0,8.218363309943411
20,2019,3,17.754330930389727,25.33,13.06,2.5238274480816405,592.2862671772922,1.6976047805705832,0.4822831718855598,5.81,0.886901339901541,1104241.0,90.72313584140572,99.0,58.0,7.81689942541373
20,2019,4,17.44589820002384,24.5,13.39,2.248535398832412,592.9887102157587,1.4362378846796904,0.40208964119680535,6.71,0.8306592050299727,1002671.0,91.8300154964835,99.0,64.0,6.771278671151564
20,2019,5,17.456996855345913,25.22,13.11,2.223627690312199,592.87731918239,1.4852887987782548,0.2760893980233603,4.92,0.7076062442995489,1002259.0,92.3225516621743,100.0,56.0,6.833029176447786
20,2019,6,17.810801024566306,24.83,12.5,2.49459846111128,592.8095075096054,1.4055823322328564,0.23507975317266272,6.26,0.6791884035821294,1199925.0,89.54197229013855,99.0,56.0,8.519889050365194
20,2019,7,17.752859712230215,25.83,12.78,2.643758401933356,592.7257239208633,1.4127545058342503,0.35474932553956834,6.71,0.8648148054160325,1402318.0,86.59644784172662,99.0,46.0,10.480750028684852
20,2019,8,18.20136636127135,25.72,12.33,3.102847066836522,592.785428118991,1.4403918680510857,0.2984979074765298,6.26,0.7395706878225665,1468210.0,81.55406628209478,99.0,43.0,11.501904014704648
20,2019,9,17.774172022905223,26.17,13.17,2.8083527166574624,592.9736589926375,1.605080160248202,0.184690896342176,5.36,0.5971349222804065,1235733.0,86.29741731915391,99.0,43.0,10.840949634656226
20,2019,10,16.650351194318915,22.5,12.78,2.201004244778028,593.0800735958683,1.4132909024162,0.05248160103292447,6.26,0.3238624209762177,943509.0,91.38127824402841,99.0,58.0,7.22488780462609
20,2020,1,18.20784372858122,26.56,12.56,3.2359858612729506,592.0942357779301,1.7159118341577502,0.042908841672378344,6.26,0.3008542982890111,1164073.927,83.93145990404386,99.0,52.0,11.422343818099643
20,2020,2,18.557084026090294,27.33,12.67,3.1385500567801503,591.9667073794602,1.735184685743875,0.5079664918787569,8.05,0.835207358197421,1196237.503,84.33520910602378,99.0,39.0,12.442707880439174
20,2020,3,18.384216549295775,26.06,11.11,2.966802251233653,592.2944447937625,1.5017793338645882,0.7778734909456742,6.71,0.9462089620776,1115801.059,86.65907947686117,100.0,38.0,11.736579474296587
20,2020,4,18.018664156626507,24.61,13.22,2.366918169134883,592.7929179216868,1.431009563307282,0.6560361445783133,6.71,0.8504424542707786,717606.887,91.25105421686747,100.0,64.0,7.4217156794857715
20,2020,5,18.492917289148444,26.11,13.83,2.4693215557073054,592.6542109194622,1.2908964033719992,0.7161673231019965,7.6,0.8333380963073295,893469.429,89.8834714111096,99.0,60.0,8.19406045839347
20,2020,6,17.487000843644545,24.67,12.72,2.4667155156116465,592.9960348706411,1.1753947914098104,0.7105778965129359,13.41,0.8196840188212268,825311.336,90.71906636670417,100.0,55.0,8.362587989339023
20,2020,7,17.24442749882684,24.44,12.83,2.246508806867949,592.8314500234632,1.2581158648845865,0.7447313467855468,5.81,0.8281604661471661,1012892.077,91.11191928671985,100.0,57.0,7.973183591036779
20,2020,8,17.683220399429388,24.78,12.33,2.4832483505745597,592.6755765572991,1.2990207255026867,0.859159533999049,6.26,0.8630941233077811,1070532.146,88.65537327627199,100.0,46.0,9.223560104795123
20,2020,9,16.905417402826853,23.78,12.83,2.4124169078151887,593.0570318021202,1.2356694787112226,0.8247548586572439,6.26,0.8686205390146631,538749.243,90.33281802120142,100.0,63.0,7.729115003759536
